 Iterations, Maximum_Neighbours
      154440 ,          87
      154480 ,          87
      154520 ,          87
      154560 ,          85
      154600 ,          87
      154640 ,          85
      154680 ,          85
      154720 ,          83
      154760 ,          85
      154800 ,          89
      154840 ,          91
      154880 ,          91
      154920 ,          89
      154960 ,          90
      155000 ,          90
      155040 ,          93
      155080 ,          92
      155120 ,          86
      155160 ,          85
      155200 ,          86
      155240 ,          88
      155280 ,          86
      155320 ,          86
      155360 ,          84
      155400 ,          89
      155440 ,          88
      155480 ,          91
      155520 ,          88
      155560 ,          89
      155600 ,          89
      155640 ,          89
      155680 ,          91
      155720 ,          91
      155760 ,          90
      155800 ,          87
      155840 ,          87
      155880 ,          89
      155920 ,          89
      155960 ,          91
      156000 ,          91
      156040 ,          92
      156080 ,          92
      156120 ,          89
      156160 ,          88
      156200 ,          91
      156240 ,          91
      156280 ,          91
      156320 ,          88
      156360 ,          86
      156400 ,          87
      156440 ,          85
      156480 ,          85
      156520 ,          82
      156560 ,          82
      156600 ,          81
      156640 ,          84
      156680 ,          85
      156720 ,          90
      156760 ,          90
      156800 ,          90
      156840 ,          90
      156880 ,          91
      156920 ,          92
      156960 ,          93
      157000 ,          93
      157040 ,          92
      157080 ,          93
      157120 ,          94
      157160 ,          93
      157200 ,          93
      157240 ,          89
      157280 ,          88
      157320 ,          90
      157360 ,          88
      157400 ,          90
      157440 ,          91
      157480 ,          89
      157520 ,          95
      157560 ,          94
      157600 ,          96
      157640 ,          98
      157680 ,         103
      157720 ,          98
      157760 ,         100
      157800 ,         101
      157840 ,          99
      157880 ,          99
      157920 ,         100
      157960 ,         101
      158000 ,         107
      158040 ,         103
      158080 ,         100
      158120 ,         100
      158160 ,         101
      158200 ,         102
      158240 ,         101
      158280 ,          99
      158320 ,          99
      158360 ,          97
      158400 ,          96
      158440 ,          94
      158480 ,          96
      158520 ,          94
      158560 ,          93
      158600 ,          97
      158640 ,          96
      158680 ,          97
      158720 ,         101
      158760 ,         100
      158800 ,         101
      158840 ,          99
      158880 ,         100
      158920 ,          99
      158960 ,         103
      159000 ,         102
      159040 ,         104
      159080 ,         106
      159120 ,         104
      159160 ,         103
      159200 ,         103
      159240 ,          99
      159280 ,          98
      159320 ,          98
      159360 ,          99
      159400 ,          98
      159440 ,          98
      159480 ,          98
      159520 ,          97
      159560 ,          93
      159600 ,          95
      159640 ,          99
      159680 ,         100
      159720 ,         100
      159760 ,          99
      159800 ,          98
      159840 ,         100
      159880 ,         101
      159920 ,          99
      159960 ,         102
      160000 ,         101
      160040 ,         101
      160080 ,         101
      160120 ,         100
      160160 ,         100
      160200 ,          98
      160240 ,          98
      160280 ,         100
      160320 ,         100
      160360 ,         101
      160400 ,          96
      160440 ,          94
      160480 ,          96
      160520 ,          94
      160560 ,          90
      160600 ,          89
      160640 ,          90
      160680 ,          90
      160720 ,          91
      160760 ,          93
      160800 ,          91
      160840 ,          93
      160880 ,          94
      160920 ,          95
      160960 ,          98
      161000 ,         100
      161040 ,          97
      161080 ,          92
      161120 ,          95
      161160 ,          98
      161200 ,          95
      161240 ,          97
      161280 ,          95
      161320 ,          95
      161360 ,          94
      161400 ,          94
      161440 ,          95
      161480 ,          94
      161520 ,          89
      161560 ,          90
      161600 ,          92
      161640 ,          91
      161680 ,          87
      161720 ,          87
      161760 ,          86
      161800 ,          85
      161840 ,          84
      161880 ,          83
      161920 ,          88
      161960 ,          89
      162000 ,          86
      162040 ,          88
      162080 ,          85
      162120 ,          85
      162160 ,          85
      162200 ,          85
      162240 ,          85
      162280 ,          86
      162320 ,          87
      162360 ,          87
      162400 ,          87
      162440 ,          86
      162480 ,          88
      162520 ,          87
      162560 ,          86
      162600 ,          84
      162640 ,          87
      162680 ,          88
      162720 ,          89
      162760 ,          87
      162800 ,          86
      162840 ,          85
      162880 ,          86
      162920 ,          87
      162960 ,          84
      163000 ,          83
      163040 ,          83
      163080 ,          85
      163120 ,          81
      163160 ,          80
      163200 ,          82
      163240 ,          83
      163280 ,          82
      163320 ,          81
      163360 ,          81
      163400 ,          80
      163440 ,          80
      163480 ,          79
      163520 ,          80
      163560 ,          80
      163600 ,          80
      163640 ,          77
      163680 ,          78
      163720 ,          80
      163760 ,          82
      163800 ,          81
      163840 ,          81
      163880 ,          82
      163920 ,          82
      163960 ,          81
      164000 ,          81
      164040 ,          82
      164080 ,          82
      164120 ,          81
      164160 ,          81
      164200 ,          80
      164240 ,          82
      164280 ,          81
      164320 ,          83
      164360 ,          82
      164400 ,          80
      164440 ,          84
      164480 ,          83
      164520 ,          85
      164560 ,          87
      164600 ,          85
      164640 ,          84
      164680 ,          85
      164720 ,          85
      164760 ,          87
      164800 ,          87
      164840 ,          87
      164880 ,          88
      164920 ,          86
      164960 ,          88
      165000 ,          88
      165040 ,          86
      165080 ,          88
      165120 ,          86
      165160 ,          82
      165200 ,          83
      165240 ,          82
      165280 ,          81
      165320 ,          81
      165360 ,          80
      165400 ,          81
      165440 ,          82
      165480 ,          83
      165520 ,          83
      165560 ,          80
      165600 ,          83
      165640 ,          86
      165680 ,          88
      165720 ,          88
      165760 ,          85
      165800 ,          87
      165840 ,          86
      165880 ,          84
      165920 ,          86
      165960 ,          85
      166000 ,          83
      166040 ,          88
      166080 ,          88
      166120 ,          85
      166160 ,          86
      166200 ,          82
      166240 ,          85
      166280 ,          84
      166320 ,          88
      166360 ,          85
      166400 ,          85
      166440 ,          84
      166480 ,          85
      166520 ,          83
      166560 ,          89
      166600 ,          87
      166640 ,          83
      166680 ,          81
      166720 ,          83
      166760 ,          81
      166800 ,          81
      166840 ,          83
      166880 ,          81
      166920 ,          81
      166960 ,          77
      167000 ,          74
      167040 ,          75
      167080 ,          76
      167120 ,          75
      167160 ,          74
      167200 ,          79
      167240 ,          77
      167280 ,          75
      167320 ,          75
      167360 ,          74
      167400 ,          74
      167440 ,          73
      167480 ,          75
      167520 ,          75
      167560 ,          75
      167600 ,          77
      167640 ,          79
      167680 ,          80
      167720 ,          83
      167760 ,          84
      167800 ,          81
      167840 ,          83
      167880 ,          85
      167920 ,          83
      167960 ,          82
      168000 ,          83
      168040 ,          84
      168080 ,          84
      168120 ,          84
      168160 ,          85
      168200 ,          83
      168240 ,          85
      168280 ,          84
      168320 ,          85
      168360 ,          86
      168400 ,          84
      168440 ,          87
      168480 ,          90
      168520 ,          88
      168560 ,          86
      168600 ,          87
      168640 ,          87
      168680 ,          86
      168720 ,          88
      168760 ,          88
      168800 ,          88
      168840 ,          83
      168880 ,          82
      168920 ,          81
      168960 ,          81
      169000 ,          80
      169040 ,          81
      169080 ,          81
      169120 ,          81
      169160 ,          82
      169200 ,          83
      169240 ,          82
      169280 ,          86
      169320 ,          81
      169360 ,          82
      169400 ,          82
      169440 ,          84
      169480 ,          85
      169520 ,          86
      169560 ,          86
      169600 ,          86
      169640 ,          86
      169680 ,          83
      169720 ,          85
      169760 ,          87
      169800 ,          87
      169840 ,          86
      169880 ,          88
      169920 ,          91
      169960 ,          89
      170000 ,          88
      170040 ,          84
      170080 ,          84
      170120 ,          85
      170160 ,          84
      170200 ,          84
      170240 ,          83
      170280 ,          88
      170320 ,          85
      170360 ,          87
      170400 ,          88
      170440 ,          91
      170480 ,          89
      170520 ,          87
      170560 ,          90
      170600 ,          92
      170640 ,          92
      170680 ,          91
      170720 ,          91
      170760 ,          91
      170800 ,          89
      170840 ,          91
      170880 ,          89
      170920 ,          89
      170960 ,          88
      171000 ,          91
      171040 ,          88
      171080 ,          88
      171120 ,          88
      171160 ,          88
      171200 ,          85
      171240 ,          84
      171280 ,          83
      171320 ,          84
      171360 ,          85
      171400 ,          86
      171440 ,          83
      171480 ,          86
      171520 ,          83
      171560 ,          86
      171600 ,          87
      171640 ,          87
      171680 ,          86
      171720 ,          87
      171760 ,          84
      171800 ,          82
      171840 ,          82
      171880 ,          85
      171920 ,          86
      171960 ,          86
      172000 ,          80
      172040 ,          83
      172080 ,          82
      172120 ,          78
      172160 ,          79
      172200 ,          79
      172240 ,          80
      172280 ,          81
      172320 ,          80
      172360 ,          82
      172400 ,          83
      172440 ,          82
      172480 ,          81
      172520 ,          83
      172560 ,          80
      172600 ,          81
      172640 ,          82
      172680 ,          78
      172720 ,          77
      172760 ,          80
      172800 ,          80
      172840 ,          80
      172880 ,          82
      172920 ,          83
      172960 ,          83
      173000 ,          84
      173040 ,          85
      173080 ,          85
      173120 ,          86
      173160 ,          86
      173200 ,          86
      173240 ,          88
      173280 ,          90
      173320 ,          91
      173360 ,          86
      173400 ,          85
      173440 ,          84
      173480 ,          85
      173520 ,          86
      173560 ,          89
      173600 ,          88
      173640 ,          92
      173680 ,          89
      173720 ,          89
      173760 ,          92
      173800 ,          90
      173840 ,          90
      173880 ,          91
      173920 ,          85
      173960 ,          88
      174000 ,          87
      174040 ,          86
      174080 ,          84
      174120 ,          84
      174160 ,          86
      174200 ,          88
      174240 ,          85
      174280 ,          88
      174320 ,          89
      174360 ,          85
      174400 ,          86
      174440 ,          86
      174480 ,          86
      174520 ,          85
      174560 ,          87
      174600 ,          83
      174640 ,          84
      174680 ,          82
      174720 ,          84
      174760 ,          82
      174800 ,          86
      174840 ,          87
      174880 ,          90
      174920 ,          90
      174960 ,          90
      175000 ,          87
      175040 ,          91
      175080 ,          91
      175120 ,          92
      175160 ,          91
      175200 ,          89
      175240 ,          88
      175280 ,          90
      175320 ,          93
      175360 ,          94
      175400 ,          91
      175440 ,          91
      175480 ,          88
      175520 ,          87
      175560 ,          84
      175600 ,          84
      175640 ,          82
      175680 ,          81
      175720 ,          80
      175760 ,          82
      175800 ,          82
      175840 ,          80
      175880 ,          83
      175920 ,          84
      175960 ,          84
      176000 ,          84
      176040 ,          83
      176080 ,          83
      176120 ,          83
      176160 ,          84
      176200 ,          78
      176240 ,          78
      176280 ,          78
      176320 ,          77
      176360 ,          80
      176400 ,          83
      176440 ,          86
      176480 ,          87
      176520 ,          85
      176560 ,          85
      176600 ,          85
      176640 ,          85
      176680 ,          85
      176720 ,          84
      176760 ,          83
      176800 ,          84
      176840 ,          85
      176880 ,          80
      176920 ,          83
      176960 ,          85
      177000 ,          87
      177040 ,          85
      177080 ,          87
      177120 ,          87
      177160 ,          90
      177200 ,          90
      177240 ,          87
      177280 ,          88
      177320 ,          87
      177360 ,          84
      177400 ,          86
      177440 ,          88
      177480 ,          86
      177520 ,          85
      177560 ,          88
      177600 ,          88
      177640 ,          87
      177680 ,          91
      177720 ,          88
      177760 ,          87
      177800 ,          87
      177840 ,          90
      177880 ,          90
      177920 ,          90
      177960 ,          90
      178000 ,          90
      178040 ,          93
      178080 ,          92
      178120 ,          90
      178160 ,          84
      178200 ,          84
      178240 ,          86
      178280 ,          83
      178320 ,          83
      178360 ,          80
      178400 ,          83
      178440 ,          80
      178480 ,          78
      178520 ,          79
      178560 ,          78
      178600 ,          77
      178640 ,          79
      178680 ,          79
      178720 ,          81
      178760 ,          79
      178800 ,          80
      178840 ,          81
      178880 ,          81
      178920 ,          82
      178960 ,          83
      179000 ,          80
      179040 ,          82
      179080 ,          85
      179120 ,          87
      179160 ,          89
      179200 ,          88
      179240 ,          86
      179280 ,          85
      179320 ,          84
      179360 ,          85
      179400 ,          83
      179440 ,          85
      179480 ,          86
      179520 ,          85
      179560 ,          83
      179600 ,          83
      179640 ,          83
      179680 ,          81
      179720 ,          82
      179760 ,          82
      179800 ,          84
      179840 ,          81
      179880 ,          81
      179920 ,          80
      179960 ,          81
      180000 ,          82
      180040 ,          83
      180080 ,          82
      180120 ,          82
      180160 ,          83
      180200 ,          82
      180240 ,          81
      180280 ,          82
      180320 ,          84
      180360 ,          85
      180400 ,          82
      180440 ,          84
      180480 ,          80
      180520 ,          79
      180560 ,          79
      180600 ,          81
      180640 ,          78
      180680 ,          79
      180720 ,          80
      180760 ,          80
      180800 ,          84
      180840 ,          85
      180880 ,          85
      180920 ,          85
      180960 ,          87
      181000 ,          90
      181040 ,          88
      181080 ,          83
      181120 ,          79
      181160 ,          79
      181200 ,          81
      181240 ,          82
      181280 ,          81
      181320 ,          81
      181360 ,          81
      181400 ,          82
      181440 ,          80
      181480 ,          83
      181520 ,          82
      181560 ,          81
      181600 ,          81
      181640 ,          82
      181680 ,          82
      181720 ,          84
      181760 ,          83
      181800 ,          82
      181840 ,          84
      181880 ,          87
      181920 ,          87
      181960 ,          89
      182000 ,          89
      182040 ,          88
      182080 ,          86
      182120 ,          85
      182160 ,          84
      182200 ,          84
      182240 ,          82
      182280 ,          82
      182320 ,          83
      182360 ,          78
      182400 ,          77
      182440 ,          77
      182480 ,          77
      182520 ,          79
      182560 ,          78
      182600 ,          77
      182640 ,          77
      182680 ,          77
      182720 ,          75
      182760 ,          72
      182800 ,          72
      182840 ,          72
      182880 ,          74
      182920 ,          75
      182960 ,          75
      183000 ,          76
      183040 ,          75
      183080 ,          75
      183120 ,          77
      183160 ,          76
      183200 ,          75
      183240 ,          76
      183280 ,          77
      183320 ,          74
      183360 ,          74
      183400 ,          74
      183440 ,          76
      183480 ,          76
      183520 ,          77
      183560 ,          75
      183600 ,          79
      183640 ,          79
      183680 ,          81
      183720 ,          84
      183760 ,          83
      183800 ,          84
      183840 ,          84
      183880 ,          85
      183920 ,          85
      183960 ,          85
      184000 ,          87
      184040 ,          87
      184080 ,          89
      184120 ,          89
      184160 ,          88
      184200 ,          91
      184240 ,          90
      184280 ,          92
      184320 ,          92
      184360 ,          92
      184400 ,          87
      184440 ,          86
      184480 ,          82
      184520 ,          85
      184560 ,          83
      184600 ,          81
      184640 ,          86
      184680 ,          85
      184720 ,          81
      184760 ,          81
      184800 ,          80
      184840 ,          83
      184880 ,          84
      184920 ,          84
      184960 ,          86
      185000 ,          86
      185040 ,          84
      185080 ,          85
      185120 ,          85
      185160 ,          86
      185200 ,          86
      185240 ,          88
      185280 ,          89
      185320 ,          89
      185360 ,          89
      185400 ,          89
      185440 ,          87
      185480 ,          86
      185520 ,          88
      185560 ,          88
      185600 ,          88
      185640 ,          89
      185680 ,          89
      185720 ,          86
      185760 ,          83
      185800 ,          82
      185840 ,          84
      185880 ,          81
      185920 ,          80
      185960 ,          83
      186000 ,          81
      186040 ,          80
      186080 ,          81
      186120 ,          82
      186160 ,          82
      186200 ,          82
      186240 ,          82
      186280 ,          80
      186320 ,          81
      186360 ,          81
      186400 ,          83
      186440 ,          81
      186480 ,          82
      186520 ,          87
      186560 ,          87
      186600 ,          83
      186640 ,          85
      186680 ,          85
      186720 ,          85
      186760 ,          83
      186800 ,          84
      186840 ,          86
      186880 ,          83
      186920 ,          81
      186960 ,          80
      187000 ,          82
      187040 ,          80
      187080 ,          82
      187120 ,          82
      187160 ,          83
      187200 ,          83
      187240 ,          83
      187280 ,          83
      187320 ,          80
      187360 ,          80
      187400 ,          80
      187440 ,          78
      187480 ,          78
      187520 ,          80
      187560 ,          79
      187600 ,          79
      187640 ,          77
      187680 ,          78
      187720 ,          78
      187760 ,          78
      187800 ,          80
      187840 ,          79
      187880 ,          81
      187920 ,          82
      187960 ,          83
      188000 ,          83
      188040 ,          82
      188080 ,          82
      188120 ,          83
      188160 ,          85
      188200 ,          82
      188240 ,          81
      188280 ,          78
      188320 ,          77
      188360 ,          77
      188400 ,          78
      188440 ,          78
      188480 ,          80
      188520 ,          81
      188560 ,          81
      188600 ,          80
      188640 ,          77
      188680 ,          78
      188720 ,          79
      188760 ,          77
      188800 ,          79
      188840 ,          80
      188880 ,          80
      188920 ,          81
      188960 ,          80
      189000 ,          79
      189040 ,          80
      189080 ,          82
      189120 ,          82
      189160 ,          85
      189200 ,          84
      189240 ,          81
      189280 ,          80
      189320 ,          84
      189360 ,          81
      189400 ,          80
      189440 ,          77
      189480 ,          81
      189520 ,          81
      189560 ,          80
      189600 ,          82
      189640 ,          82
      189680 ,          84
      189720 ,          81
      189760 ,          84
      189800 ,          86
      189840 ,          85
      189880 ,          87
      189920 ,          89
      189960 ,          87
      190000 ,          90
      190040 ,          93
      190080 ,          92
      190120 ,          90
      190160 ,          91
      190200 ,          92
      190240 ,          89
      190280 ,          88
      190320 ,          89
      190360 ,          88
      190400 ,          87
      190440 ,          83
      190480 ,          85
      190520 ,          86
      190560 ,          89
      190600 ,          89
      190640 ,          85
      190680 ,          84
      190720 ,          84
      190760 ,          84
      190800 ,          87
      190840 ,          88
      190880 ,          89
      190920 ,          90
      190960 ,          90
      191000 ,          87
      191040 ,          84
      191080 ,          86
      191120 ,          88
      191160 ,          85
      191200 ,          86
      191240 ,          87
      191280 ,          89
      191320 ,          90
      191360 ,          91
      191400 ,          89
      191440 ,          88
      191480 ,          88
      191520 ,          91
      191560 ,          88
      191600 ,          93
      191640 ,          94
      191680 ,          97
      191720 ,          98
      191760 ,          95
      191800 ,          96
      191840 ,          91
      191880 ,          89
      191920 ,          86
      191960 ,          88
      192000 ,          89
      192040 ,          90
      192080 ,          90
      192120 ,          89
      192160 ,          90
      192200 ,          89
      192240 ,          91
      192280 ,          88
      192320 ,          87
      192360 ,          90
      192400 ,          88
      192440 ,          90
      192480 ,          89
      192520 ,          89
      192560 ,          88
      192600 ,          92
      192640 ,          96
      192680 ,          95
      192720 ,          95
      192760 ,          96
      192800 ,          92
      192840 ,          94
      192880 ,          95
      192920 ,          92
      192960 ,          92
      193000 ,          93
      193040 ,          92
      193080 ,          92
      193120 ,          95
      193160 ,          96
      193200 ,          96
      193240 ,          95
      193280 ,          93
      193320 ,          92
      193360 ,          94
      193400 ,          94
      193440 ,          95
      193480 ,          93
      193520 ,          93
      193560 ,          93
      193600 ,          94
      193640 ,          91
      193680 ,          92
      193720 ,          91
      193760 ,          90
      193800 ,          92
      193840 ,          95
      193880 ,          97
      193920 ,          97
      193960 ,          93
      194000 ,          92
      194040 ,          91
      194080 ,          87
      194120 ,          83
      194160 ,          84
      194200 ,          85
      194240 ,          85
      194280 ,          87
      194320 ,          88
      194360 ,          89
      194400 ,          88
      194440 ,          90
      194480 ,          91
      194520 ,          92
      194560 ,          92
      194600 ,          94
      194640 ,          92
      194680 ,          95
      194720 ,          94
      194760 ,          91
      194800 ,          92
      194840 ,          94
      194880 ,          93
      194920 ,          93
      194960 ,          92
      195000 ,          89
      195040 ,          90
      195080 ,          91
      195120 ,          91
      195160 ,          92
      195200 ,          91
      195240 ,          93
      195280 ,          92
      195320 ,          92
      195360 ,          92
      195400 ,          90
      195440 ,          89
      195480 ,          89
      195520 ,          86
      195560 ,          86
      195600 ,          87
      195640 ,          86
      195680 ,          86
      195720 ,          85
      195760 ,          85
      195800 ,          83
      195840 ,          86
      195880 ,          87
      195920 ,          86
      195960 ,          86
      196000 ,          83
      196040 ,          83
      196080 ,          85
      196120 ,          87
      196160 ,          86
      196200 ,          85
      196240 ,          88
      196280 ,          87
      196320 ,          88
      196360 ,          87
      196400 ,          87
      196440 ,          88
      196480 ,          87
      196520 ,          87
      196560 ,          85
      196600 ,          83
      196640 ,          86
      196680 ,          90
      196720 ,          91
      196760 ,          92
      196800 ,          92
      196840 ,          90
      196880 ,          89
      196920 ,          90
      196960 ,          87
      197000 ,          87
      197040 ,          85
      197080 ,          86
      197120 ,          88
      197160 ,          90
      197200 ,          89
      197240 ,          87
      197280 ,          88
      197320 ,          89
      197360 ,          88
      197400 ,          89
      197440 ,          90
      197480 ,          90
      197520 ,          95
      197560 ,          94
      197600 ,          90
      197640 ,          90
      197680 ,          91
      197720 ,          91
      197760 ,          93
      197800 ,          92
      197840 ,          90
      197880 ,          88
      197920 ,          88
      197960 ,          93
      198000 ,          91
      198040 ,          90
      198080 ,          91
      198120 ,          87
      198160 ,          88
      198200 ,          87
      198240 ,          93
      198280 ,          92
      198320 ,          93
      198360 ,          89
      198400 ,          89
      198440 ,          90
      198480 ,          92
      198520 ,          92
      198560 ,          91
      198600 ,          91
      198640 ,          93
      198680 ,          94
      198720 ,          93
      198760 ,          93
      198800 ,          93
      198840 ,          92
      198880 ,          93
      198920 ,          92
      198960 ,          93
      199000 ,          93
      199040 ,          96
      199080 ,          98
      199120 ,          94
      199160 ,          92
      199200 ,          92
      199240 ,          92
      199280 ,          92
      199320 ,          91
      199360 ,          92
      199400 ,          91
      199440 ,          90
      199480 ,          92
      199520 ,          92
      199560 ,          94
      199600 ,          94
      199640 ,          95
      199680 ,          95
      199720 ,          90
      199760 ,          90
      199800 ,          89
      199840 ,          90
      199880 ,          91
      199920 ,          93
      199960 ,          94
      200000 ,          94
      200040 ,          95
      200080 ,          98
      200120 ,          98
      200160 ,          98
      200200 ,          93
      200240 ,          97
      200280 ,          93
      200320 ,          94
      200360 ,          91
      200400 ,          88
      200440 ,          90
      200480 ,          92
      200520 ,          91
      200560 ,          93
      200600 ,          95
      200640 ,          95
      200680 ,          94
      200720 ,          89
      200760 ,          89
      200800 ,          86
      200840 ,          85
      200880 ,          84
      200920 ,          85
      200960 ,          85
      201000 ,          87
      201040 ,          88
      201080 ,          84
      201120 ,          84
      201160 ,          87
      201200 ,          86
      201240 ,          83
      201280 ,          81
      201320 ,          80
      201360 ,          80
      201400 ,          81
      201440 ,          81
      201480 ,          79
      201520 ,          80
      201560 ,          80
      201600 ,          86
      201640 ,          86
      201680 ,          84
      201720 ,          82
      201760 ,          81
      201800 ,          81
      201840 ,          83
      201880 ,          90
      201920 ,          87
      201960 ,          88
      202000 ,          87
      202040 ,          88
      202080 ,          88
      202120 ,          86
      202160 ,          83
      202200 ,          81
      202240 ,          83
      202280 ,          85
      202320 ,          83
      202360 ,          83
      202400 ,          82
      202440 ,          84
      202480 ,          85
      202520 ,          88
      202560 ,          87
      202600 ,          87
      202640 ,          85
      202680 ,          85
      202720 ,          85
      202760 ,          86
      202800 ,          87
      202840 ,          86
      202880 ,          85
      202920 ,          86
      202960 ,          86
      203000 ,          85
      203040 ,          87
      203080 ,          82
      203120 ,          83
      203160 ,          82
      203200 ,          81
      203240 ,          84
      203280 ,          83
      203320 ,          83
      203360 ,          84
      203400 ,          86
      203440 ,          86
      203480 ,          91
      203520 ,          91
      203560 ,          92
      203600 ,          90
      203640 ,          89
      203680 ,          89
      203720 ,          87
      203760 ,          91
      203800 ,          90
      203840 ,          92
      203880 ,          93
      203920 ,          92
      203960 ,          93
      204000 ,          93
      204040 ,          93
      204080 ,          90
      204120 ,          87
      204160 ,          88
      204200 ,          91
      204240 ,          87
      204280 ,          88
      204320 ,          86
      204360 ,          86
      204400 ,          85
      204440 ,          85
      204480 ,          83
      204520 ,          82
      204560 ,          82
      204600 ,          83
      204640 ,          80
      204680 ,          83
      204720 ,          84
      204760 ,          81
      204800 ,          80
      204840 ,          81
      204880 ,          81
      204920 ,          80
      204960 ,          79
      205000 ,          78
      205040 ,          82
      205080 ,          80
      205120 ,          81
      205160 ,          81
      205200 ,          80
      205240 ,          80
      205280 ,          80
      205320 ,          81
      205360 ,          82
      205400 ,          81
      205440 ,          78
      205480 ,          77
      205520 ,          79
      205560 ,          80
      205600 ,          79
      205640 ,          79
      205680 ,          79
      205720 ,          80
      205760 ,          78
      205800 ,          80
      205840 ,          84
      205880 ,          84
      205920 ,          86
      205960 ,          84
      206000 ,          84
      206040 ,          84
      206080 ,          84
      206120 ,          85
      206160 ,          84
      206200 ,          83
      206240 ,          83
      206280 ,          84
      206320 ,          85
      206360 ,          84
      206400 ,          83
      206440 ,          83
      206480 ,          82
      206520 ,          83
      206560 ,          83
      206600 ,          85
      206640 ,          91
      206680 ,          92
      206720 ,          89
      206760 ,          91
      206800 ,          89
      206840 ,          88
      206880 ,          86
      206920 ,          88
      206960 ,          89
      207000 ,          89
      207040 ,          90
      207080 ,          90
      207120 ,          90
      207160 ,          91
      207200 ,          93
      207240 ,          92
      207280 ,          93
      207320 ,          92
      207360 ,          90
      207400 ,          90
      207440 ,          90
      207480 ,          91
      207520 ,          91
      207560 ,          90
      207600 ,          92
      207640 ,          90
      207680 ,          91
      207720 ,          90
      207760 ,          90
      207800 ,          93
      207840 ,          94
      207880 ,          94
      207920 ,          95
      207960 ,          94
      208000 ,          96
      208040 ,          94
      208080 ,          97
      208120 ,          94
      208160 ,          91
      208200 ,          94
      208240 ,          94
      208280 ,          92
      208320 ,          88
      208360 ,          87
      208400 ,          87
      208440 ,          87
      208480 ,          86
      208520 ,          87
      208560 ,          88
      208600 ,          88
      208640 ,          87
      208680 ,          85
      208720 ,          82
      208760 ,          85
      208800 ,          85
      208840 ,          84
      208880 ,          83
      208920 ,          82
      208960 ,          79
      209000 ,          78
      209040 ,          80
      209080 ,          79
      209120 ,          79
      209160 ,          79
      209200 ,          75
      209240 ,          79
      209280 ,          79
      209320 ,          82
      209360 ,          83
      209400 ,          82
      209440 ,          83
      209480 ,          83
      209520 ,          85
      209560 ,          81
      209600 ,          83
      209640 ,          85
      209680 ,          83
      209720 ,          83
      209760 ,          85
      209800 ,          85
      209840 ,          82
      209880 ,          82
      209920 ,          83
      209960 ,          84
      210000 ,          82
      210040 ,          82
      210080 ,          84
      210120 ,          84
      210160 ,          85
      210200 ,          84
      210240 ,          82
      210280 ,          81
      210320 ,          79
      210360 ,          80
      210400 ,          82
      210440 ,          80
      210480 ,          81
      210520 ,          81
      210560 ,          80
      210600 ,          82
      210640 ,          81
      210680 ,          80
      210720 ,          82
      210760 ,          81
      210800 ,          80
      210840 ,          79
      210880 ,          81
      210920 ,          79
      210960 ,          79
      211000 ,          80
      211040 ,          77
      211080 ,          83
      211120 ,          85
      211160 ,          84
      211200 ,          85
      211240 ,          86
      211280 ,          87
      211320 ,          89
      211360 ,          85
      211400 ,          87
      211440 ,          87
      211480 ,          90
      211520 ,          90
      211560 ,          89
      211600 ,          89
      211640 ,          87
      211680 ,          86
      211720 ,          90
      211760 ,          87
      211800 ,          88
      211840 ,          88
      211880 ,          89
      211920 ,          86
      211960 ,          83
      212000 ,          83
      212040 ,          83
      212080 ,          82
      212120 ,          83
      212160 ,          85
      212200 ,          85
      212240 ,          84
      212280 ,          85
      212320 ,          83
      212360 ,          84
      212400 ,          83
      212440 ,          82
      212480 ,          82
      212520 ,          82
      212560 ,          81
      212600 ,          81
      212640 ,          83
      212680 ,          84
      212720 ,          84
      212760 ,          86
      212800 ,          82
      212840 ,          84
      212880 ,          83
      212920 ,          83
      212960 ,          84
      213000 ,          83
      213040 ,          82
      213080 ,          82
      213120 ,          83
      213160 ,          83
      213200 ,          81
      213240 ,          80
      213280 ,          81
      213320 ,          80
      213360 ,          79
      213400 ,          77
      213440 ,          78
      213480 ,          78
      213520 ,          78
      213560 ,          79
      213600 ,          78
      213640 ,          78
      213680 ,          80
      213720 ,          84
      213760 ,          83
      213800 ,          81
      213840 ,          78
      213880 ,          79
      213920 ,          78
      213960 ,          77
      214000 ,          80
      214040 ,          80
      214080 ,          80
      214120 ,          78
      214160 ,          78
      214200 ,          80
      214240 ,          83
      214280 ,          78
      214320 ,          77
      214360 ,          79
      214400 ,          81
      214440 ,          79
      214480 ,          79
      214520 ,          77
      214560 ,          79
      214600 ,          80
      214640 ,          80
      214680 ,          80
      214720 ,          81
      214760 ,          81
      214800 ,          79
      214840 ,          79
      214880 ,          77
      214920 ,          82
      214960 ,          80
      215000 ,          80
      215040 ,          79
      215080 ,          79
      215120 ,          78
      215160 ,          79
      215200 ,          76
      215240 ,          77
      215280 ,          77
      215320 ,          78
      215360 ,          77
      215400 ,          77
      215440 ,          78
      215480 ,          80
      215520 ,          81
      215560 ,          81
      215600 ,          84
      215640 ,          82
      215680 ,          80
      215720 ,          79
      215760 ,          79
      215800 ,          80
      215840 ,          79
      215880 ,          81
      215920 ,          81
      215960 ,          79
      216000 ,          80
      216040 ,          79
      216080 ,          78
      216120 ,          79
      216160 ,          79
      216200 ,          80
      216240 ,          83
      216280 ,          82
      216320 ,          80
      216360 ,          80
      216400 ,          80
      216440 ,          79
      216480 ,          80
      216520 ,          80
