 Iterations, Maximum_Neighbours
       61960 ,          78
       62000 ,          80
       62040 ,          79
       62080 ,          79
       62120 ,          81
       62160 ,          82
       62200 ,          84
       62240 ,          85
       62280 ,          87
       62320 ,          86
       62360 ,          89
       62400 ,          91
       62440 ,          93
       62480 ,          95
       62520 ,          95
       62560 ,          95
       62600 ,          93
       62640 ,          92
       62680 ,          92
       62720 ,          89
       62760 ,          88
       62800 ,          92
       62840 ,          92
       62880 ,          96
       62920 ,          98
       62960 ,         100
       63000 ,          98
       63040 ,         101
       63080 ,         104
       63120 ,         106
       63160 ,         104
       63200 ,         103
       63240 ,         106
       63280 ,         102
       63320 ,         101
       63360 ,          99
       63400 ,         100
       63440 ,          97
       63480 ,          94
       63520 ,          96
       63560 ,          97
       63600 ,          96
       63640 ,          93
       63680 ,          91
       63720 ,          89
       63760 ,          87
       63800 ,          88
       63840 ,          93
       63880 ,          92
       63920 ,          90
       63960 ,          91
       64000 ,          93
       64040 ,          93
       64080 ,          92
       64120 ,          89
       64160 ,          91
       64200 ,          90
       64240 ,          86
       64280 ,          89
       64320 ,          87
       64360 ,          86
       64400 ,          85
       64440 ,          90
       64480 ,          88
       64520 ,          88
       64560 ,          86
       64600 ,          86
       64640 ,          85
       64680 ,          82
       64720 ,          84
       64760 ,          83
       64800 ,          83
       64840 ,          80
       64880 ,          81
       64920 ,          80
       64960 ,          81
       65000 ,          78
       65040 ,          80
       65080 ,          76
       65120 ,          77
       65160 ,          76
       65200 ,          78
       65240 ,          81
       65280 ,          77
       65320 ,          79
       65360 ,          75
       65400 ,          76
       65440 ,          75
       65480 ,          77
       65520 ,          82
       65560 ,          81
       65600 ,          81
       65640 ,          77
       65680 ,          77
       65720 ,          77
       65760 ,          80
       65800 ,          79
       65840 ,          84
       65880 ,          80
       65920 ,          77
       65960 ,          77
       66000 ,          74
       66040 ,          78
       66080 ,          77
       66120 ,          76
       66160 ,          79
       66200 ,          82
       66240 ,          81
       66280 ,          83
       66320 ,          83
       66360 ,          86
       66400 ,          83
       66440 ,          85
       66480 ,          89
       66520 ,          91
       66560 ,          91
       66600 ,          92
       66640 ,          84
